epoch,loss,body_loss,endpoint1_loss,endpoint2_loss,boundary_loss,val_score,val_iou,val_dice,body_iou,endpoint1_iou,endpoint2_iou,endpoint1_f1,endpoint2_f1,threshold_body,threshold_endpoint1,threshold_endpoint2,lr,seconds
11,1.0555703034906676,0.16717903993346475,0.31161180183742987,0.5718975058107665,0.024409754314657413,0.8774988165314733,0.8417407651077132,0.9139757646911949,0.8659985649599273,0.8322296462744981,0.8269940840887143,0.9321266968325793,0.95,0.7,0.9,0.75,0.0009549901551742899,32.71232724189758
12,1.0757682449889905,0.17139153543746832,0.3337895233522762,0.5661730359901082,0.022070702108921425,0.8746958058819504,0.8416469311360221,0.9139486272017515,0.8614864946595542,0.8361288495786234,0.8273254491698886,0.9251101321585904,0.9463414634146341,0.75,0.9,0.7999999999999999,0.0009465931968523003,32.798330783843994
13,1.0538430665478562,0.16015255089962122,0.3144195325898402,0.5750079118844235,0.02131541157987985,0.875729851536918,0.8398687396581899,0.9128826252210868,0.8625774127649539,0.8306665386802136,0.8263622675294022,0.9406392694063928,0.9411764705882353,0.75,0.85,0.7999999999999999,0.0009375230434656707,32.319029092788696
14,0.9561493920557427,0.1484625427560373,0.2567309258562146,0.5469976681651492,0.019791255168842548,0.8777078447150012,0.8405138441796872,0.9132360519187243,0.8666060930245054,0.8308168335242402,0.8241186059903163,0.9449541284403671,0.9411764705882353,0.75,0.85,0.7999999999999999,0.0009277936805335053,32.72996163368225
15,0.9857754291910114,0.15034401258735947,0.2843873383420886,0.5470971067746481,0.019734884696927937,0.8789165446457967,0.8397403990774498,0.9127841753974737,0.8646267440304589,0.833006628858729,0.8215878243431618,0.9449541284403671,0.9552238805970149,0.75,0.9,0.7999999999999999,0.0009174201100282474,32.996633768081665
16,0.9761697108095343,0.14449221685980307,0.259167969001062,0.5685910988937725,0.0195921039152326,0.881845111266607,0.8426272916003942,0.9145075220726008,0.8655909564443179,0.8341870116274722,0.8281039067293925,0.9449541284403671,0.9648241206030151,0.75,0.9,0.7999999999999999,0.0009064183272437245,33.0938081741333
17,1.0105651833794334,0.15200787353696246,0.30390034187020676,0.5509229198549733,0.018670204631758457,0.8762574707370645,0.8377901552632601,0.911611199832707,0.8631157835354993,0.835286873692488,0.8149678085617931,0.9449541284403671,0.9458128078817734,0.75,0.85,0.75,0.0008948052961315652,33.404553174972534
18,0.9806360819123008,0.14751217830361743,0.28865114238226053,0.5409850505265322,0.01743853735652837,0.8828110176351627,0.8473040719318962,0.9172674914638398,0.8689088594478392,0.8371699415786387,0.8358334147692107,0.9406392694063928,0.9556650246305418,0.75,0.85,0.85,0.0008825989231440154,32.95354771614075
19,0.9692506591478983,0.1615993854674426,0.2587522837248715,0.5455532480369915,0.01672868848298535,0.8847071400666925,0.8459598435225598,0.9164757606963528,0.8680383837462171,0.8351596918345059,0.8346814549869563,0.9449541284403671,0.97,0.75,0.85,0.85,0.0008698180296234861,33.31279754638672
20,0.9455269972483317,0.13740020019538474,0.25966147672046314,0.5451366106669108,0.01664359463999669,0.8848186392361733,0.8460559542049199,0.9165295708721627,0.8685060968159715,0.8345723388612042,0.8350894269375837,0.9493087557603688,0.9651741293532338,0.75,0.85,0.7999999999999999,0.0008564823227814085,33.22996497154236
21,0.9036244063666372,0.13246958747957693,0.2428476925600659,0.5251481370492415,0.015794909926074924,0.8865376762829531,0.8474485752152088,0.9173449282551296,0.8700425105507928,0.8346480042702094,0.837655210824624,0.9493087557603688,0.97,0.7999999999999999,0.85,0.85,0.0008426123653111418,32.915653467178345
22,0.9019407629966736,0.1280395548903581,0.24188796137318466,0.528863888798338,0.01574682588265701,0.8859885409385231,0.8472145263148523,0.9172011316464754,0.8707780898531883,0.8349455638061127,0.835919925285256,0.9449541284403671,0.97,0.7999999999999999,0.9,0.85,0.0008282295436817903,33.10829019546509
23,0.9185545480612552,0.1365882557901469,0.25490727907780447,0.5239310472300558,0.015639811669560997,0.8847954644232485,0.8439166492491365,0.9152480353535859,0.869282448251888,0.8344889402491963,0.827978559246325,0.9493087557603688,0.97,0.7999999999999999,0.85,0.85,0.0008133560351618189,33.169098138809204
24,0.9098635117212931,0.13652783338770721,0.2478574834989779,0.5225333223740259,0.014724317034988693,0.8846455558334686,0.8436809253447871,0.9151075521135189,0.8691029880027625,0.8350498695038188,0.8268899185277798,0.9493087557603688,0.97,0.7999999999999999,0.85,0.85,0.0007980147736233121,33.044835805892944
25,0.8965374285524542,0.127419216614781,0.23850206782420477,0.5276773012045658,0.014694210480559956,0.8814302411398116,0.8389146542903073,0.9122515921270007,0.8672917002461851,0.8347009761753376,0.8147512864493996,0.9449541284403671,0.97,0.7999999999999999,0.9,0.85,0.0007822294141796054,32.86890888214111
26,0.9082512187235283,0.1328056100191492,0.24317371235652405,0.5291890745813196,0.01541409364929705,0.8819153839320959,0.8393727024229151,0.9125178338211685,0.8683602757222156,0.834653834676216,0.8151039968703137,0.9449541284403671,0.97,0.7999999999999999,0.9,0.85,0.0007660242967108152,33.15501427650452
27,0.8988039060072466,0.13023795706756186,0.24175230007280002,0.5238499316302213,0.014818599419386097,0.8827939969320956,0.8402979405850767,0.9130604955495305,0.8701425908593026,0.8342275560072335,0.8165236748886939,0.9449541284403671,0.97,0.7999999999999999,0.9,0.85,0.0007494244083335083,33.04679226875305
28,0.8981212251114122,0.12970714564576294,0.24752070303216125,0.5180262783260057,0.01433550405570052,0.8842978135341826,0.8414741226729401,0.913754927520074,0.871436418784979,0.8350570239770108,0.8179289252568305,0.9493087557603688,0.97,0.7999999999999999,0.9,0.85,0.0007324553448723783,33.95871067047119
29,0.9006369204232187,0.13233927366408435,0.2465454520601215,0.5191546470829935,0.012987798616064318,0.8841277541635489,0.8425379447861657,0.9143981764267277,0.8714591514986986,0.8347796787840216,0.8213750040757768,0.9449541284403671,0.97,0.7999999999999999,0.9,0.85,0.0007151432713933402,33.32985734939575
30,0.8864750500881311,0.1261354980595184,0.23600432728276108,0.5215881286245404,0.013735521612971119,0.8868056975965367,0.8468372572146524,0.9169672871821732,0.8720220728032668,0.8353030145761354,0.8331866842645549,0.9493087557603688,0.97,0.7999999999999999,0.85,0.85,0.0006975148818588944,33.02457284927368
31,0.8815887145923845,0.12344663725657896,0.22885107361909116,0.5265064709114305,0.013922648899482958,0.886818015427679,0.8484963198941683,0.9179525488129839,0.8719802914608586,0.8358345411974579,0.8376741270241885,0.9493087557603688,0.9651741293532338,0.7999999999999999,0.85,0.85,0.000679597357967972,33.38646578788757
32,0.9163519902662798,0.1360261243852702,0.2678823581699169,0.509676332726623,0.013835895044559782,0.886630587288919,0.8481223267617385,0.9177316475796614,0.8718824733129356,0.8366356501575599,0.8358488568147201,0.9493087557603688,0.9651741293532338,0.7999999999999999,0.85,0.85,0.0006614183272437247,33.24242687225342
33,0.8814635872840881,0.12605310547532458,0.23465416061155725,0.5180984943202047,0.013289148919284344,0.8865021286217301,0.8466796750636861,0.9168795369717314,0.8711291144942944,0.8369045497742932,0.8320053609224709,0.9493087557603688,0.97,0.7999999999999999,0.85,0.85,0.0006430058204338868,33.349703550338745
34,0.8857210603627291,0.12720156009450104,0.23900246055740298,0.5170812633904543,0.012178863737393509,0.8840324666028172,0.847108550040036,0.9171318455735838,0.8714302076385456,0.8375813287172447,0.8323141137643176,0.9449541284403671,0.9556650246305418,0.7999999999999999,0.85,0.7999999999999999,0.0006243882282893941,33.252456188201904
35,0.8700865019451488,0.125943072365992,0.23036191522172003,0.5112715507998611,0.01254982151316874,0.8841223078573084,0.8460485954112076,0.916502235991782,0.8711112662369274,0.8375309599832891,0.8295035600134063,0.9493087557603688,0.9556650246305418,0.7999999999999999,0.85,0.85,0.0006055942577879033,33.29722571372986
36,0.8607798579967383,0.11938084210410263,0.22910557145422156,0.5098039205327178,0.012447621814455048,0.8838797361828861,0.8443470665422953,0.9154917843780082,0.8704013752117349,0.8366478331519551,0.8259919912631962,0.9493087557603688,0.9603960396039605,0.7999999999999999,0.85,0.7999999999999999,0.0005866528878697135,33.62095785140991
37,0.861891606540391,0.11940481762091319,0.22797608465859384,0.5121015590248685,0.012045711504690575,0.8844301965402483,0.8428246397297258,0.9145845162010207,0.8696932027736672,0.836331256892492,0.822449459523018,0.9493087557603688,0.97,0.7999999999999999,0.85,0.7999999999999999,0.0005675933247543408,33.753498792648315
38,0.8695771892865499,0.12251090664755214,0.22219693638158566,0.522363976095662,0.012526850046759302,0.8823825510636898,0.8443312609746142,0.9154871272573516,0.8700153827586904,0.8360656956557297,0.8269127045094226,0.9493087557603688,0.9509803921568628,0.7999999999999999,0.85,0.85,0.0005484449569066443,33.117156982421875
39,0.8597178278547345,0.11833725169752583,0.22677621177651666,0.5120767549131856,0.01263795465682492,0.8824821108177068,0.844556317506571,0.9156214780816546,0.8700153242613706,0.8363092581019552,0.8273443701563868,0.9493087557603688,0.9509803921568628,0.7999999999999999,0.85,0.85,0.000529237309721944,33.33103394508362
40,0.8614505782271876,0.12044344029643318,0.2205993521845702,0.5180037495764819,0.012020217000760815,0.8820398576393276,0.8434312542666453,0.9149428017226436,0.8702380368399107,0.8367999880674487,0.8232557378925766,0.9493087557603688,0.9509803921568628,0.7999999999999999,0.85,0.85,0.0005100000000000003,33.52887678146362
41,0.871360031041232,0.12316998320095467,0.23342034898021005,0.5124114124160825,0.01179136417693261,0.8825724867624992,0.8447765321734421,0.9157525893154359,0.8699897389263354,0.8368158684198743,0.8275239891741163,0.9493087557603688,0.9509803921568628,0.7999999999999999,0.85,0.85,0.0004907626902780568,33.52268362045288
42,0.8828102530855121,0.12253252213651483,0.24923365766351874,0.5086614015427503,0.011913306446689548,0.8830741856369044,0.8455746179007475,0.9162246177439567,0.8705523445276762,0.8370840101938926,0.8290874989806736,0.9493087557603688,0.9509803921568628,0.7999999999999999,0.85,0.85,0.0004715550430933563,33.944952726364136
43,0.8710344162854281,0.12617532367056067,0.22993387056119513,0.5125908196875544,0.011672066101296381,0.882854347142731,0.8451216851406494,0.9159561017514664,0.8702877882456078,0.8370448737529895,0.8280323934233513,0.9449541284403671,0.9556650246305418,0.7999999999999999,0.85,0.85,0.00045240667524565993,33.10450792312622
44,0.8421738111611569,0.12070278033162608,0.21859111975539813,0.5006247153787902,0.011275972775889166,0.8860252060849239,0.8483377760319506,0.9178608985242422,0.8716727010035679,0.8373457112580409,0.8359949158342431,0.9449541284403671,0.9651741293532338,0.7999999999999999,0.85,0.85,0.0004333471121302873,32.60279297828674
45,0.8552714405637799,0.11918847127394243,0.2163159025437904,0.5174181398117181,0.011744661962218357,0.8866144980355551,0.8483775534120066,0.9178880202927959,0.8711942067796402,0.8372813533509023,0.8366571001054774,0.9449541284403671,0.97,0.7999999999999999,0.85,0.85,0.0004144057422120975,32.53550958633423
46,0.8575210029428656,0.11562915439858582,0.23152516240423376,0.508086748195417,0.011399664408103987,0.8864899096533194,0.8481756317736878,0.9177678023598134,0.8712690805364101,0.8366849709044578,0.8365728438801955,0.9493087557603688,0.9651741293532338,0.7999999999999999,0.85,0.85,0.0003956117717106067,32.63458800315857
47,0.8434878081986399,0.11575684154575522,0.2191813552018368,0.5063204991094994,0.011145566928793083,0.8867649960888369,0.8488244400132956,0.9181521592418084,0.8712423479282317,0.8364112160681135,0.8388197560435414,0.9493087557603688,0.9651741293532338,0.7999999999999999,0.85,0.85,0.0003769941795661138,32.5794894695282
48,0.8352849537676031,0.11330809692541759,0.2156743531425794,0.5040858974962523,0.011082995541845306,0.8865439815917805,0.8484663639414022,0.9179417353971099,0.8710040860103958,0.8360374473164,0.8383575584974106,0.9493087557603688,0.9651741293532338,0.7999999999999999,0.85,0.85,0.00035858167275627605,32.549206495285034
49,0.8350752610148806,0.11178071774316556,0.21989398856054654,0.5011811003540502,0.011097286827862263,0.8873506717220158,0.8485401039563532,0.9179834325820989,0.8712830839444239,0.8359783225344122,0.8383589053902233,0.9493087557603688,0.97,0.7999999999999999,0.85,0.85,0.0003404026420320288,32.431283712387085
50,0.8618048781698401,0.1188463182611899,0.23708395637346036,0.503629562981201,0.01122523502757152,0.887160145940351,0.8481385210525539,0.9177461031753666,0.8712212984798138,0.8361524170502959,0.8370418476275521,0.9493087557603688,0.97,0.7999999999999999,0.85,0.7999999999999999,0.0003224851181411063,32.30916094779968
51,0.8347445780580695,0.11778618305018454,0.21410304578867825,0.5006744960943857,0.010904244570569559,0.88674097285737,0.8475910592207025,0.9174263132644572,0.8705492057044026,0.8360625121393674,0.8361614598183373,0.9493087557603688,0.97,0.7999999999999999,0.85,0.7999999999999999,0.0003048567286066606,32.436187744140625
52,0.8400938312212626,0.11506002893050511,0.22049236591115143,0.5023186721585013,0.011113868461865368,0.8865774477350093,0.847394125297028,0.9173115511134807,0.8702567809529909,0.8363318490182601,0.8355937459198329,0.9493087557603688,0.97,0.7999999999999999,0.85,0.7999999999999999,0.00028754465512762233,32.82564997673035
53,0.829174768744093,0.11384627742297722,0.21577322686260397,0.49740056919329095,0.010773444886911999,0.8860413031616098,0.8463005640818014,0.9166632572112182,0.8700363815190691,0.8360223417337067,0.8328429689926282,0.9493087557603688,0.97,0.75,0.7999999999999999,0.7999999999999999,0.0002705755916664922,33.415698289871216
54,0.8208450259584369,0.11194777466130978,0.2075780645915956,0.4991496909748424,0.010847428108029293,0.8842050297828565,0.8440740818677726,0.915338536757525,0.8694416182342222,0.8358977398158368,0.8268828875532587,0.9493087557603688,0.9651741293532338,0.7999999999999999,0.7999999999999999,0.75,0.0002539757032891853,33.13729214668274
55,0.8351713789231849,0.11268412118608301,0.22318600592288104,0.49716875860185333,0.010662405074320057,0.8824577101472326,0.8404664743127667,0.9131708237355416,0.8688447216071629,0.8358224434764572,0.8167322578546803,0.9493087557603688,0.9651741293532338,0.75,0.7999999999999999,0.75,0.00023777058582039506,32.59021544456482
56,0.8131894713098352,0.11037887926354553,0.20751506473981973,0.4932050826874646,0.010452235286886042,0.8816476112645074,0.8375373857624627,0.9113969951754731,0.8679907965785417,0.8360362765381564,0.8085850841706903,0.9493087557603688,0.97,0.75,0.7999999999999999,0.75,0.00022198522637668837,32.548238039016724
57,0.8095247998382106,0.10711885492006938,0.20318804229750778,0.4971438750173106,0.010370111431587826,0.8793822400047903,0.8345405770830574,0.9095678222292406,0.8671646192489757,0.8360028190956638,0.8004542929045331,0.9493087557603688,0.9651741293532338,0.75,0.7999999999999999,0.75,0.0002066439648381816,32.54344320297241
58,0.8211891344099334,0.111302463619998,0.20864126492630353,0.49917067022937717,0.010373732329092243,0.8792655539955099,0.8342757703218849,0.9094056193216842,0.8671689004294172,0.8358397105060212,0.7998187000302167,0.9493087557603688,0.9651741293532338,0.75,0.7999999999999999,0.75,0.0001917704563182102,32.62505650520325
59,0.8174811511328726,0.11227892497272203,0.20657891328587677,0.49651228975165973,0.010555132997758461,0.8785411596193871,0.8341728089191833,0.9093413699600785,0.8673003368506792,0.8356834340165942,0.7995346558902767,0.9493087557603688,0.9603960396039605,0.75,0.7999999999999999,0.75,0.00017738763468885883,32.428635597229004
60,0.805077957384514,0.10725097132451607,0.20588290510755597,0.4898322956128554,0.010558924976397644,0.877518400587384,0.8334498385943053,0.9088876746295331,0.8676071296298568,0.8359117046930069,0.7968306814600522,0.9493087557603688,0.9552238805970149,0.75,0.7999999999999999,0.7,0.00016351767721859187,32.71896243095398
61,0.8055993264371698,0.10725932748931827,0.1999149460232619,0.49626612753579114,0.010794653670128548,0.8776127779162672,0.8321557334194418,0.9080887159553042,0.8672255012934134,0.8360941392810535,0.7931475596838589,0.9493087557603688,0.9603960396039605,0.75,0.7999999999999999,0.75,0.00015018197037651419,32.449846029281616
62,0.8195918464299404,0.10852030777569974,0.20556483688679608,0.5033823563293978,0.01062167605215853,0.8782635520038664,0.832096534876403,0.9080563542167334,0.8672669365510154,0.835554600171969,0.7934680679062247,0.9493087557603688,0.9648241206030151,0.75,0.7999999999999999,0.7,0.00013740107685598495,32.44749093055725
63,0.8223197026686235,0.11191936175931584,0.20929727567867798,0.4989849157405622,0.0105908199806105,0.8781450657385468,0.8317755483474225,0.907858212552271,0.867164377609014,0.8355667162973992,0.7925955511358542,0.9493087557603688,0.9651741293532338,0.75,0.7999999999999999,0.75,0.00012519470386843508,31.793416738510132
64,0.8098234714883746,0.10388205629406554,0.20917883560513006,0.49467228917461453,0.010451415920573654,0.8767704136335692,0.8306640514813198,0.9071749006785771,0.8667840706532532,0.8352409014184607,0.7899671823722456,0.9493087557603688,0.9600000000000001,0.75,0.7999999999999999,0.7,0.0001135816727562759,31.97705340385437
65,0.8091562480637522,0.1099010371800625,0.20345630112922553,0.493741487011765,0.010287151671946049,0.8788434198895906,0.8316558066735564,0.9077855749138374,0.8672762286752385,0.8351788346307393,0.7925123567146913,0.9493087557603688,0.97,0.75,0.7999999999999999,0.7,0.00010257988997175303,31.808536767959595
66,0.8087180338122628,0.10753734974247037,0.20258832090731824,0.49656197970563715,0.01015193560019587,0.8778504637780942,0.831253698977419,0.907541731333357,0.8669251842443696,0.8350933357047049,0.7917425769831823,0.9493087557603688,0.9651741293532338,0.75,0.7999999999999999,0.7,9.22063194664949e-05,32.89620018005371
67,0.8081146550901008,0.1075557057153095,0.20281948216936804,0.4956929317929528,0.010232659339001684,0.8777501758211574,0.8311915793246207,0.907507118586433,0.8666474513074621,0.8351404030148296,0.7917868836515707,0.9493087557603688,0.9651741293532338,0.75,0.7999999999999999,0.7,8.247695653432956e-05,32.53276038169861
68,0.8075283043312304,0.10607721024390424,0.20504591772050568,0.4943736416823936,0.010157702772906332,0.877913913309003,0.8314883594046946,0.9076907823091069,0.866763215505719,0.8350621638042174,0.7926396989041473,0.9493087557603688,0.9651741293532338,0.75,0.7999999999999999,0.7,7.340680314769984e-05,33.01081871986389
69,0.7993468190684463,0.10475372048941525,0.1996068193605452,0.49291479677865,0.010357432152059946,0.8775935518012422,0.8308579195968827,0.9073031137928042,0.8666158620765824,0.834790468851876,0.7911674278621899,0.9493087557603688,0.9651741293532338,0.75,0.7999999999999999,0.7,6.500984482571019e-05,32.603341579437256
70,0.788691214539788,0.103938720443032,0.1931582551562425,0.48954114137273846,0.010265489249969974,0.8761061245631834,0.829473784340645,0.906449848237135,0.8660497766432674,0.8346202869338393,0.787751289444828,0.9493087557603688,0.9603960396039605,0.75,0.7999999999999999,0.7,5.729902906946955e-05,32.84262275695801
71,0.8049411565968485,0.10604171071088675,0.19770213442318368,0.4991559424635136,0.010206821205263788,0.8756860199863892,0.8287533514802335,0.9060075533202104,0.8656788813613853,0.8343847995789193,0.7861963735003956,0.9493087557603688,0.9603960396039605,0.75,0.7999999999999999,0.65,5.0286245397982804e-05,32.544514417648315
72,0.8048334410696318,0.10447837615554983,0.20560065069884964,0.492735843315269,0.010092834321161112,0.8753756710347499,0.8282075868760225,0.9056713745014952,0.8654292656836153,0.8342209497248142,0.7849725452196382,0.9493087557603688,0.9603960396039605,0.75,0.7999999999999999,0.65,4.3982307015374807e-05,32.599905014038086
73,0.7890180746714274,0.10287667743184349,0.19318501989949832,0.49094092258901306,0.010077271102504297,0.8756011442503998,0.828589556181424,0.9059080161752339,0.8656321701390489,0.8341690650683915,0.7859674333368316,0.9493087557603688,0.9603960396039605,0.75,0.7999999999999999,0.65,3.839693413771292e-05,32.71082353591919
