pass,candidate,log10_EI,log10_Cb,EI,Cb,objective,invalid,fig8_001_loss,fig8_002_loss,fig8vertical_001_loss,osc_001_loss,osc_002_loss
1,0,-3.6989700043360187,-5.0,0.00020000000000000004,1e-05,0.00014642397582065314,False,7.083401578711346e-05,0.0003205084940418601,6.485597987193614e-05,0.0002091257192660123,6.679569924017414e-05
1,1,-3.6989700043360187,-4.6891298201349025,0.00020000000000000004,2.0458330010106935e-05,0.0001465690293116495,False,6.895127444295213e-05,0.00033123407047241926,6.436585681512952e-05,0.00020233971008565277,6.595421291422099e-05
1,2,-3.6989700043360187,-4.378259640269805,0.00020000000000000004,4.18543266802442e-05,0.00014526226732414216,False,6.659175414824858e-05,0.0003400297719053924,6.361447594827041e-05,0.00019131162844132632,6.476367707364261e-05
1,3,-3.6989700043360187,-4.067389460404708,0.00020000000000000004,8.562696275752592e-05,0.00014163764717523009,False,6.428699271054938e-05,0.00034691099426709116,6.258846406126395e-05,0.00017117518291343004,6.32266019238159e-05
1,4,-3.6989700043360187,-3.7565192805396106,0.00020000000000000004,0.00017517846618565996,0.00013295107055455446,False,6.209506682353094e-05,0.0003376052191015333,6.159107579151168e-05,0.0001420335756847635,6.14304153714329e-05
1,5,-3.6989700043360187,-3.445649100674513,0.00020000000000000004,0.000358385887189059,0.0001223139261128381,False,6.0791473515564576e-05,0.0003212440642528236,5.99184786551632e-05,0.00010949013085337356,6.012547964928672e-05
1,6,-3.6989700043360187,-3.134778920809416,0.00020000000000000004,0.0007331976751078716,0.00011099564289906994,False,5.95031124248635e-05,0.00029349172837100923,5.8170873671770096e-05,8.50369906402193e-05,5.877552030142397e-05
1,7,-3.6989700043360187,-2.8239087409443187,0.00020000000000000004,0.0015000000000000005,9.186621173284948e-05,False,5.879098171135411e-05,0.00020026092533953488,5.788667476736009e-05,8.445746061624959e-05,5.793500895379111e-05
1,8,-3.530956967328064,-5.0,0.00029447134003606954,1e-05,0.0001418929168721661,False,7.200019899755716e-05,0.0003086946962866932,6.38157143839635e-05,0.00019930160488002002,6.565236253663898e-05
1,9,-3.530956967328064,-4.6891298201349025,0.00029447134003606954,2.0458330010106935e-05,0.00014294257562141865,False,7.015679875621572e-05,0.00032290993840433657,6.343317363644019e-05,0.00019344977044966072,6.476314592873678e-05
1,10,-3.530956967328064,-4.378259640269805,0.00029447134003606954,4.18543266802442e-05,0.00014252838445827365,False,6.761596887372434e-05,0.00033534393878653646,6.271243910305202e-05,0.00018359877867624164,6.337077502394095e-05
1,11,-3.530956967328064,-4.067389460404708,0.00029447134003606954,8.562696275752592e-05,0.00013974563626106828,False,6.479500007117167e-05,0.00034372752998024225,6.18786652921699e-05,0.0001662045979173854,6.212236621649936e-05
1,12,-3.530956967328064,-3.7565192805396106,0.00029447134003606954,0.00017517846618565996,0.00013183207192923874,False,6.250165461096913e-05,0.0003346925077494234,6.066561400075443e-05,0.00014086984447203577,6.043073153705336e-05
1,13,-3.530956967328064,-3.445649100674513,0.00029447134003606954,0.000358385887189059,0.00012144116772105917,False,6.114275311119854e-05,0.00031948587275110185,5.942870848230086e-05,0.00010808585648192093,5.9062655054731295e-05
1,14,-3.530956967328064,-3.134778920809416,0.00029447134003606954,0.0007331976751078716,0.00011017666111001745,False,5.941353447269648e-05,0.0002865209535229951,5.8582521887728944e-05,8.790224092081189e-05,5.8464062021812424e-05
1,15,-3.530956967328064,-2.8239087409443187,0.00029447134003606954,0.0015000000000000005,9.466024494031444e-05,False,5.907121521886438e-05,0.0002119097043760121,5.856889038113877e-05,8.535873348591849e-05,5.839267396368086e-05
1,16,-3.36294393032011,-5.0,0.000433566850513192,1e-05,0.00013744576426688582,False,7.246658788062632e-05,0.00029733875999227166,6.279555236687884e-05,0.00018981775792781264,6.481017044279724e-05
1,17,-3.36294393032011,-4.6891298201349025,0.000433566850513192,2.0458330010106935e-05,0.00013877815217711031,False,7.094711327226833e-05,0.0003118380263913423,6.242926610866562e-05,0.00018489094509277493,6.378538091666996e-05
1,18,-3.36294393032011,-4.378259640269805,0.000433566850513192,4.18543266802442e-05,0.00013982076779939234,False,6.854251842014492e-05,0.00033065525349229574,6.1722457758151e-05,0.00017589858907740563,6.228498386917636e-05
1,19,-3.36294393032011,-4.067389460404708,0.000433566850513192,8.562696275752592e-05,0.00013680099800694734,False,6.562126509379596e-05,0.00033651397097855806,6.080324237700552e-05,0.00016040074115153402,6.066571586416103e-05
1,20,-3.36294393032011,-3.7565192805396106,0.000433566850513192,0.00017517846618565996,0.00012997361773159355,False,6.303508416749537e-05,0.0003290245367679745,6.006962576066144e-05,0.00013884974760003388,5.8889028878184035e-05
1,21,-3.36294393032011,-3.445649100674513,0.000433566850513192,0.000358385887189059,0.00012050000805174932,False,6.119707541074604e-05,0.0003152261197101325,5.903003693674691e-05,0.00010890218254644424,5.814467294840142e-05
1,22,-3.36294393032011,-3.134778920809416,0.000433566850513192,0.0007331976751078716,0.00011049709428334609,False,5.9663638239726424e-05,0.0002873829798772931,5.80536579946056e-05,8.964478183770552e-05,5.774039527750574e-05
1,23,-3.36294393032011,-2.8239087409443187,0.000433566850513192,0.0015000000000000005,9.667712583905086e-05,False,5.8465098845772445e-05,0.00022092384460847825,5.822121966048144e-05,8.828836143948138e-05,5.748709736508317e-05
