pass,candidate,log10_EI,log10_Cb,EI,Cb,objective,invalid,fig8_001_loss,fig8_002_loss,fig8vertical_001_loss,osc_001_loss,osc_002_loss
3,0,-4.707048226383747,-2.8239087409443187,1.963142266907124e-05,0.0015000000000000005,9.54729039222002e-05,False,5.830102600157261e-05,0.00022200442617759109,5.82212014705874e-05,8.001931564649567e-05,5.8818543038796633e-05
3,1,-4.707048226383747,-2.7350886895542907,1.963142266907124e-05,0.0018403961261435984,9.168169344775379e-05,False,5.860416422365233e-05,0.00019813400285784155,5.8461082517169416e-05,8.393466123379767e-05,5.927457823418081e-05
3,2,-4.707048226383747,-2.646268638164263,1.963142266907124e-05,0.0022580386007495755,8.289262041216716e-05,False,5.8467612689128146e-05,0.0001560704840812832,5.72378994547762e-05,8.513699867762625e-05,5.755009260610677e-05
3,3,-4.707048226383747,-2.5574485867742354,1.963142266907124e-05,0.0027704569956681496,8.51322547532618e-05,False,5.8503239415585995e-05,0.00015971616085153073,5.782725565950386e-05,9.070138185052201e-05,5.8913232351187617e-05
3,4,-4.707048226383747,-2.4686285353842075,1.963142266907124e-05,0.003399158881650062,8.114316733554006e-05,False,5.839736695634201e-05,0.00013786689669359475,5.9542748203966767e-05,9.149454854195938e-05,5.841428355779499e-05
3,5,-4.707048226383747,-2.3798084839941795,1.963142266907124e-05,0.004170532558623586,0.0001129161028075032,False,5.834133844473399e-05,0.0002800661895889789,6.0863363614771515e-05,0.00010618769738357514,5.9121910453541204e-05
3,6,-4.707048226383747,-2.2909884326041516,1.963142266907124e-05,0.005116954643231064,0.00010840150207513943,False,6.334739009616897e-05,0.0001923882809933275,6.518236477859318e-05,0.00016027934907469898,6.081009632907808e-05
3,7,-4.707048226383747,-2.2021683812141237,1.963142266907124e-05,0.0062781490020366315,0.00010970644507324323,False,6.544208736158907e-05,0.00016908823454286903,7.150073361117393e-05,0.00017719635798130184,6.530484097311273e-05
3,8,-4.539035189375792,-2.8239087409443187,2.8904456700879432e-05,0.0015000000000000005,9.410084021510556e-05,False,5.884844722459093e-05,0.0002134224632754922,5.8239475038135424e-05,8.06143507361412e-05,5.93794793530833e-05
3,9,-4.539035189375792,-2.7350886895542907,2.8904456700879432e-05,0.0018403961261435984,9.167275129584596e-05,False,5.871456960448995e-05,0.0001995503407670185,5.788484122604132e-05,8.369862916879356e-05,5.851537571288645e-05
3,10,-4.539035189375792,-2.646268638164263,2.8904456700879432e-05,0.0022580386007495755,8.29517375677824e-05,False,5.8059169532498345e-05,0.0001553551119286567,5.848506771144457e-05,8.495121437590569e-05,5.790809154859744e-05
3,11,-4.539035189375792,-2.5574485867742354,2.8904456700879432e-05,0.0027704569956681496,8.167125633917749e-05,False,5.908985258429311e-05,0.0001435167359886691,5.9307869378244504e-05,8.7776716100052e-05,5.866511128260754e-05
3,12,-4.539035189375792,-2.4686285353842075,2.8904456700879432e-05,0.003399158881650062,8.313939906656742e-05,False,5.8521891332929954e-05,0.0001517002092441544,5.77932623855304e-05,8.876706851879135e-05,5.891458204132505e-05
3,13,-4.539035189375792,-2.3798084839941795,2.8904456700879432e-05,0.004170532558623586,8.92950120032765e-05,False,5.868603693670593e-05,0.00016154296463355422,6.007526826579124e-05,0.00010684093285817653,5.932986459811218e-05
3,14,-4.539035189375792,-2.2909884326041516,2.8904456700879432e-05,0.005116954643231064,0.00010715597454691306,False,5.8953199186362326e-05,0.00020801533537451178,7.20166863175109e-05,0.0001368182129226625,5.997642801958136e-05
3,15,-4.539035189375792,-2.2021683812141237,2.8904456700879432e-05,0.0062781490020366315,0.00012784669524990022,False,6.164558726595715e-05,0.00027863081777468324,7.901908247731626e-05,0.00015777703083585948,6.216092879185453e-05
3,16,-4.371022152367837,-2.8239087409443187,4.255767048861253e-05,0.0015000000000000005,9.70854889601469e-05,False,5.883811172679998e-05,0.00022904171783011407,5.812376912217587e-05,8.046482980716974e-05,5.895904905628413e-05
3,17,-4.371022152367837,-2.7350886895542907,4.255767048861253e-05,0.0018403961261435984,8.997684199130163e-05,False,5.84175213589333e-05,0.00019202240218874067,5.8062847529072315e-05,8.275549771497026e-05,5.862594480277039e-05
3,18,-4.371022152367837,-2.646268638164263,4.255767048861253e-05,0.0022580386007495755,8.719490142539144e-05,False,5.840009907842614e-05,0.00017235340783372521,5.899508323636837e-05,8.716196316527203e-05,5.9063953813165426e-05
3,19,-4.371022152367837,-2.5574485867742354,4.255767048861253e-05,0.0027704569956681496,8.243170304922387e-05,False,5.763155786553398e-05,0.0001500679791206494,5.797931953566149e-05,8.821804658509791e-05,5.826164488098584e-05
3,20,-4.371022152367837,-2.4686285353842075,4.255767048861253e-05,0.003399158881650062,8.517309470335022e-05,False,5.8382804127177224e-05,0.00014710937102790922,5.9788075304822996e-05,0.00010199951066169888,5.8585672377375886e-05
3,21,-4.371022152367837,-2.3798084839941795,4.255767048861253e-05,0.004170532558623586,9.538499580230564e-05,False,5.890239117434248e-05,0.0001903473457787186,6.336364458547905e-05,0.00010587236465653405,5.8439207350602373e-05
3,22,-4.371022152367837,-2.2909884326041516,4.255767048861253e-05,0.005116954643231064,0.00011885875574080274,False,5.916846203035675e-05,0.0002721711352933198,6.738251977367327e-05,0.00013524478708859533,6.032683450030163e-05
3,23,-4.371022152367837,-2.2021683812141237,4.255767048861253e-05,0.0062781490020366315,0.00014349039702210575,False,6.374763324856758e-05,0.0002862683613784611,8.885255374480039e-05,0.00019318047270644456,8.540297130821273e-05
3,24,-4.203009115359883,-2.8239087409443187,6.266007128797605e-05,0.0015000000000000005,9.513820259599015e-05,False,5.840563972014934e-05,0.00021821513655595481,5.793841046397574e-05,8.17407708382234e-05,5.9391051763668656e-05
3,25,-4.203009115359883,-2.7350886895542907,6.266007128797605e-05,0.0018403961261435984,9.079506708076224e-05,False,5.8493493270361796e-05,0.00019687942403834313,5.804738975712098e-05,8.222766336984932e-05,5.8327361330157146e-05
3,26,-4.203009115359883,-2.646268638164263,6.266007128797605e-05,0.0022580386007495755,8.701736805960536e-05,False,5.800789949717e-05,0.00017524340364616364,5.8574514696374536e-05,8.508736937073991e-05,5.817364217364229e-05
3,27,-4.203009115359883,-2.5574485867742354,6.266007128797605e-05,0.0027704569956681496,8.216655987780541e-05,False,5.828123175888322e-05,0.00014526686572935432,5.700912879547104e-05,9.19559970498085e-05,5.831955422763713e-05
3,28,-4.203009115359883,-2.4686285353842075,6.266007128797605e-05,0.003399158881650062,8.493731002090499e-05,False,5.86480091442354e-05,0.0001610784966032952,5.729062468162738e-05,8.950622577685863e-05,5.816317207063548e-05
3,29,-4.203009115359883,-2.3798084839941795,6.266007128797605e-05,0.004170532558623586,0.00010018869215855375,False,5.830523878103122e-05,0.0001685148454271257,6.655905599473044e-05,0.0001475210883654654,6.004322858643718e-05
