epoch,loss,body_loss,endpoint1_loss,endpoint2_loss,boundary_loss,val_score,val_iou,val_dice,body_iou,endpoint1_iou,endpoint2_iou,endpoint1_f1,endpoint2_f1,threshold_body,threshold_endpoint1,threshold_endpoint2,lr,seconds
21,0.7095195933392173,0.15704122028852763,0.25632493119490773,0.2921626744301696,0.01995386849892767,0.9052247815517861,0.8687779007962831,0.9297598819434792,0.8800694652933445,0.8596460552773233,0.8666181818181818,0.993006993006993,0.971830985915493,0.85,0.85,0.85,0.0008426123653111418,22.789280652999878
22,0.7563219242974332,0.15989330881520322,0.3163990833257374,0.27616257024438756,0.019334899163559863,0.9055429936674315,0.8699786436861284,0.9304529410508771,0.8793392798570796,0.8616322409344187,0.8689644102668865,0.993006993006993,0.971830985915493,0.85,0.85,0.85,0.0008282295436817903,22.176637411117554
23,0.6577428312678086,0.14121580986600174,0.2519690033636595,0.2605556782923247,0.020011663338855692,0.9057607666862864,0.87059606296043,0.9308079075015975,0.8791598469556068,0.8624912350996694,0.8701371068260136,0.993006993006993,0.971830985915493,0.85,0.85,0.85,0.0008133560351618189,23.11836051940918
24,0.6588105716203388,0.1443323998859054,0.2403847214422728,0.2702953199806966,0.018990708122912207,0.9054938732790176,0.8702119789630623,0.9305881426742668,0.8790111938315973,0.8622832842656198,0.8693414587919698,0.993006993006993,0.9714285714285714,0.85,0.85,0.7999999999999999,0.0007980147736233121,22.626670122146606
25,0.6766189838710585,0.14340307485116155,0.2303461820671433,0.29922551857797725,0.018221072852611542,0.9062734263636463,0.8710197303577005,0.9310480048274016,0.8803420607216873,0.8625692695214106,0.8701478608300038,0.993006993006993,0.971830985915493,0.7999999999999999,0.85,0.75,0.0007822294141796054,22.334612131118774
26,0.7605081357453999,0.15561829389710174,0.33164842818912704,0.26968592601387126,0.017777452147320696,0.9061934484143602,0.8708715656735201,0.9309642241078686,0.880291840835672,0.8632090802270057,0.8691137759578824,0.993006993006993,0.971830985915493,0.85,0.85,0.7999999999999999,0.0007660242967108152,21.822224855422974
27,0.6411700091863933,0.1421806678960198,0.2386756868738877,0.25691063545252146,0.01701508560463002,0.9061139806933804,0.8708742688003235,0.9309664598291739,0.8800010166712912,0.8632470094648254,0.869374780264854,0.993006993006993,0.971830985915493,0.85,0.85,0.7999999999999999,0.0007494244083335083,23.221798181533813
28,0.6550851668182173,0.14421602142484566,0.24533115327358246,0.26217637956142426,0.01680800818691128,0.9064755276315515,0.8714441765241165,0.9312928115307315,0.8804152487286353,0.8641992277799297,0.8697180530637845,0.993006993006993,0.971830985915493,0.85,0.85,0.75,0.0007324553448723783,22.503720998764038
29,0.6484408504084537,0.139754282408639,0.23777218437508532,0.2674747517234401,0.017198177642728154,0.9063504269417285,0.8712781573100185,0.931198401115593,0.8802269804486147,0.8643701282373648,0.8692373632440757,0.993006993006993,0.971830985915493,0.7999999999999999,0.85,0.75,0.0007151432713933402,22.2971830368042
30,0.6551977803832606,0.14073736299025386,0.25608166973841817,0.2551088654681256,0.01634948793798685,0.9063049765894049,0.8711889172829218,0.9311477401833183,0.8802077691472799,0.8648192168147129,0.8685397658867727,0.993006993006993,0.971830985915493,0.85,0.85,0.75,0.0006975148818588944,22.691471338272095
31,0.6339706307963321,0.13748615940934733,0.22896401662575572,0.26424839465241684,0.016360268388923845,0.9068133776376801,0.8718240389015977,0.9315098891606804,0.8810465165765843,0.8654007435316502,0.8690248565965584,0.993006993006993,0.971830985915493,0.85,0.85,0.75,0.000679597357967972,26.229113578796387
32,0.6213949118789873,0.13718904594057485,0.2249604773364569,0.25605843843598114,0.015934747055565055,0.9070421474953265,0.8721250496873706,0.9316814893743227,0.8813994883695783,0.8656017625998348,0.8693738980926986,0.993006993006993,0.971830985915493,0.85,0.85,0.7999999999999999,0.0006614183272437247,22.46454119682312
33,0.6255246432203996,0.13979792869404742,0.22875855745453583,0.2538917496016151,0.015382063575088978,0.9066459686828008,0.8713951669695127,0.9312637316730665,0.8811154738438611,0.8649387959030727,0.8681312311616044,0.993006993006993,0.971830985915493,0.85,0.85,0.7999999999999999,0.0006430058204338868,22.134151220321655
34,0.6337088471964786,0.13834269266379506,0.24561213701963425,0.24679913332587794,0.01477435770395555,0.9072293796308835,0.8711284485192038,0.9311134519212656,0.8800228373147371,0.8647129365912157,0.8686495716516587,0.993006993006993,0.9787234042553191,0.85,0.85,0.7999999999999999,0.0006243882282893941,22.638495922088623
35,0.6153946362043682,0.13740457084618116,0.217423624898258,0.25749975638954264,0.015333412068062708,0.9074721324108919,0.8715479371580076,0.9313540205545268,0.8802460236968775,0.8659182880839922,0.868479499693153,0.993006993006993,0.9787234042553191,0.85,0.85,0.7999999999999999,0.0006055942577879033,22.716282844543457
36,0.6116645163611362,0.13572327753430918,0.2254891611243549,0.24738742724845283,0.015323313443284286,0.9069052730879685,0.8719702695825308,0.9315938570333188,0.8811553325850043,0.8662140025759337,0.8685414735866543,0.993006993006993,0.971830985915493,0.85,0.85,0.75,0.0005866528878697135,22.204669952392578
37,0.6053075241415125,0.13538406436380587,0.2193430858223062,0.24749937496687235,0.015404967836251384,0.9071628872436062,0.8722536430559146,0.9317546919755163,0.8816351077866922,0.8658503026967529,0.8692755186842988,0.993006993006993,0.971830985915493,0.85,0.85,0.7999999999999999,0.0005675933247543408,23.0816330909729
38,0.5998577616716686,0.13438916010291954,0.22099652651109195,0.2414652465989715,0.015034177879753866,0.9070774883565585,0.8721771324053481,0.9317112230365202,0.8814453590013945,0.8656511253014758,0.8694349129131738,0.993006993006993,0.971830985915493,0.85,0.85,0.75,0.0005484449569066443,21.862706899642944
39,0.5888367812884482,0.13432356048571437,0.2091434143091503,0.2425010584686932,0.014343797670383202,0.9072260869345539,0.8722479337654981,0.9317507786467131,0.8818724340347193,0.8657893748356643,0.8690819924261111,0.993006993006993,0.971830985915493,0.85,0.85,0.75,0.000529237309721944,22.470600366592407
40,0.6291520799461164,0.1387628160024944,0.24443255717817106,0.24308383347172485,0.014364336176138175,0.9074337628505271,0.8726509232455818,0.9319814901528486,0.8819519139007956,0.8662007240547064,0.8698001317812432,0.9861111111111112,0.9787234042553191,0.85,0.85,0.7999999999999999,0.0005100000000000003,23.566263437271118
41,0.6117113263983476,0.13382302773626228,0.2263639910440696,0.24844401604250857,0.015401472386560942,0.9075823502436442,0.8730150154294171,0.9321900665279369,0.881955228465351,0.8666950809807953,0.8703947368421052,0.993006993006993,0.971830985915493,0.85,0.85,0.7999999999999999,0.0004907626902780568,21.30719828605652
42,0.5993425187311674,0.13349061498516485,0.22077478115495883,0.2420647505082582,0.015061843356019572,0.9087356427379968,0.8733756225384033,0.9323964312832141,0.8819334936790855,0.8670013646664079,0.8711920092697165,0.993006993006993,0.9787234042553191,0.85,0.85,0.7999999999999999,0.0004715550430933563,23.785478591918945
43,0.6122769634974631,0.13537727100284477,0.22323974731721377,0.2506433862604593,0.015082790957469689,0.907879756225652,0.873317127559536,0.9323612618425207,0.8825523818816011,0.8665983452895744,0.870800655507433,0.993006993006993,0.971830985915493,0.85,0.85,0.7999999999999999,0.00045240667524565993,21.638938188552856
44,0.6022521508367438,0.13133621804024043,0.21224992330137052,0.25562504326042373,0.015204810341329951,0.9080456230869463,0.8732153488223259,0.9323008343030104,0.8833118773832316,0.8661940409498785,0.8701401281338678,0.993006993006993,0.971830985915493,0.85,0.7999999999999999,0.7999999999999999,0.0004333471121302873,22.746299743652344
45,0.5998061801257887,0.13491136619919225,0.21546981052348488,0.24651536894472023,0.014548138274173988,0.9073601178243851,0.8736603720323828,0.9325545606503342,0.8837216718058934,0.8666767155292611,0.8705827287619939,0.9861111111111112,0.971830985915493,0.85,0.85,0.7999999999999999,0.0004144057422120975,23.41396951675415
46,0.588847794030842,0.1322051404338134,0.216637217684796,0.2370484675231733,0.014784843954992922,0.9075836982658665,0.8740292174494693,0.9327651163252262,0.883951126791874,0.8671579291525722,0.8709785964039618,0.9861111111111112,0.971830985915493,0.85,0.85,0.7999999999999999,0.0003956117717106067,22.288437843322754
47,0.6085134760329598,0.130266037034361,0.2301680775065171,0.24517903986730075,0.014501611996246012,0.9095459974530815,0.8740637168760385,0.9327851253584883,0.8837728358882836,0.866978869791209,0.8714394449486226,0.993006993006993,0.9787234042553191,0.85,0.85,0.7999999999999999,0.0003769941795661138,25.297109365463257
48,0.5890325621554726,0.12939404421731046,0.21151703831396604,0.24524998978564613,0.014357431301552998,0.9085078050223508,0.8741816122953762,0.932853507918422,0.8834637557615211,0.8673323465214883,0.8717487346031189,0.993006993006993,0.971830985915493,0.85,0.85,0.7999999999999999,0.00035858167275627605,24.71784281730652
49,0.5796743725475512,0.12762792879029325,0.20722989267424533,0.24204670990768232,0.01384918131914578,0.9083501364416886,0.8738542035672324,0.9326667189636387,0.8834131707810926,0.8674592801126081,0.8706901598079962,0.993006993006993,0.971830985915493,0.85,0.85,0.7999999999999999,0.0003404026420320288,22.66837739944458
50,0.5869881291138498,0.12807599886467583,0.21343375546367546,0.242709077110416,0.013846475778049544,0.9074754787470127,0.8740060573648486,0.932753017209397,0.883595818932923,0.8674470541001706,0.8709752990614522,0.9861111111111112,0.971830985915493,0.7999999999999999,0.85,0.7999999999999999,0.0003224851181411063,22.246967792510986
51,0.6002527193019265,0.13300031815704547,0.21917607399978137,0.24528660782073675,0.01394860990541546,0.9074711619120134,0.8740414389183097,0.9327736388982265,0.8835258581547887,0.8677854788374046,0.8708129797627355,0.9861111111111112,0.971830985915493,0.85,0.85,0.75,0.0003048567286066606,21.92457938194275
52,0.5790142762033563,0.12959535027805127,0.2116646374526777,0.2349175536318829,0.014183648028656057,0.9084762150703036,0.8740025452442343,0.9327512505358415,0.8835976044669348,0.8678292046936115,0.8705808265721566,0.9861111111111112,0.9787234042553191,0.7999999999999999,0.85,0.7999999999999999,0.00028754465512762233,21.97170662879944
53,0.5849972116319757,0.1262469130911325,0.21177605147424497,0.24417003871578918,0.014021057292426886,0.9094864352167106,0.8740767532829801,0.93279392125728,0.8835434238625738,0.8680391960302741,0.8706476399560922,0.993006993006993,0.9787234042553191,0.85,0.85,0.7999999999999999,0.0002705755916664922,22.33597755432129
54,0.569738159054204,0.12875254844364367,0.20243875094150243,0.23581706693297938,0.01364898044419916,0.9096004032487814,0.8741750291884637,0.9328494816769353,0.8838009269514543,0.8681719594298108,0.8705522011841257,0.993006993006993,0.9787234042553191,0.85,0.85,0.7999999999999999,0.0002539757032891853,22.134103298187256
55,0.5616293173087271,0.12812058549178273,0.20148473076130213,0.22933783656672427,0.013430830385339888,0.9095999407476362,0.8741943545029628,0.9328603749589197,0.883766299457439,0.8677570971987215,0.8710596668527277,0.993006993006993,0.9787234042553191,0.85,0.85,0.7999999999999999,0.00023777058582039506,21.977396488189697
56,0.5812276444937053,0.1263904736230248,0.21150869680078407,0.24060898705532677,0.013597502030040088,0.9095772143966144,0.8742576079080718,0.932896993771036,0.8835850731366488,0.8678060603016338,0.8713816902859329,0.993006993006993,0.9787234042553191,0.7999999999999999,0.85,0.7999999999999999,0.00022198522637668837,22.05233669281006
57,0.5657218271180203,0.12415742834931925,0.20442711169782438,0.23445954958074972,0.013388735193170999,0.9096203929014033,0.8742790868053785,0.9329088471303236,0.8837062167420461,0.8676546375554633,0.8714764061186259,0.993006993006993,0.9787234042553191,0.7999999999999999,0.85,0.7999999999999999,0.0002066439648381816,23.173959016799927
58,0.5655762506158728,0.12472745031118393,0.20121657730717407,0.23696976272683395,0.013312272727489471,0.9095948206846721,0.8742643094269037,0.9329003298975543,0.883635588381501,0.8673564199794078,0.8718009199198019,0.993006993006993,0.9787234042553191,0.7999999999999999,0.85,0.7999999999999999,0.0001917704563182102,22.770399570465088
59,0.5565122224782643,0.12445890040774095,0.19751041892327761,0.23190292284676903,0.013199907482454651,0.909572648827418,0.8741657525465208,0.9328435454999909,0.8837086019983822,0.8669858503606525,0.871802805280528,0.993006993006993,0.9787234042553191,0.7999999999999999,0.85,0.7999999999999999,0.00017738763468885883,23.426248788833618
60,0.5583730057666176,0.12431359330290243,0.20045893011908783,0.2309939645622906,0.013032564256144198,0.9086456171542416,0.8742931127545144,0.932916216221067,0.8837517028713844,0.8670673590765633,0.8720602763155955,0.9861111111111112,0.9787234042553191,0.7999999999999999,0.85,0.7999999999999999,0.00016351767721859187,22.00365161895752
61,0.5665921333589052,0.1247468382904404,0.19928286420671562,0.23993284294479772,0.013147954093782525,0.9096196114888625,0.8743008137036807,0.9329211246405985,0.8836678350500073,0.8673940094772433,0.8718405965837914,0.993006993006993,0.9787234042553191,0.85,0.85,0.7999999999999999,0.00015018197037651419,22.88765263557434
62,0.5700098636903261,0.12383550287861574,0.2102800564546334,0.23325024858901375,0.013220248939959626,0.9098690331677873,0.8745735705301758,0.9330756699217119,0.884139035692928,0.8674036623402757,0.8721780135573239,0.993006993006993,0.9787234042553191,0.7999999999999999,0.85,0.7999999999999999,0.00013740107685598495,22.091015338897705
63,0.5600504059540597,0.12273751316886199,0.20619567248382067,0.22852216425694918,0.012975280173122883,0.909967136558783,0.874616048026193,0.9330994258147941,0.8842630145678555,0.8672236762633381,0.8723614532473855,0.9861111111111112,0.9859154929577464,0.7999999999999999,0.85,0.7999999999999999,0.00012519470386843508,22.64728093147278
64,0.5675706392840335,0.1268237864500598,0.19932528977331362,0.23879019288640274,0.013156828911680924,0.9100547783405882,0.8746823320208478,0.9331368153359305,0.8844749165378325,0.8673081761006289,0.8722639034240821,0.9861111111111112,0.9859154929577464,0.85,0.85,0.7999999999999999,0.0001135816727562759,22.86958885192871
65,0.5712618357256839,0.1283166906551311,0.2063983506277988,0.23398421587128387,0.01281293064944054,0.9101024248124666,0.8747232054795918,0.9331593130014729,0.8845841246891385,0.8668118423040129,0.872773649445624,0.9861111111111112,0.9859154929577464,0.7999999999999999,0.85,0.7999999999999999,0.00010257988997175303,22.513473987579346
66,0.5592051164100045,0.12350870002257197,0.2049713734733431,0.22818488588458613,0.01270079196087624,0.9101429176243405,0.8747817555507854,0.9331927572533291,0.8846382370478756,0.8669663543870253,0.8727406752174554,0.9861111111111112,0.9859154929577464,0.7999999999999999,0.85,0.7999999999999999,9.22063194664949e-05,22.224270820617676
67,0.5683141852680006,0.12238616535538122,0.20416673743411115,0.2392060372390245,0.012776221785890428,0.9101788084619445,0.8747797732961824,0.9331911658175898,0.8847708681055765,0.8668470736312146,0.8727213781517559,0.9861111111111112,0.9859154929577464,0.7999999999999999,0.85,0.7999999999999999,8.247695653432956e-05,23.49015736579895
68,0.5557492877307691,0.1263128021045735,0.20122072884910985,0.22564860276485743,0.012835764473206118,0.9101648151676334,0.8747255212617463,0.933160004829633,0.8848053397365039,0.8667329123795627,0.872638311669172,0.9861111111111112,0.9859154929577464,0.7999999999999999,0.85,0.7999999999999999,7.340680314769984e-05,22.223796129226685
69,0.5641696860915736,0.125921661916532,0.20441724712911405,0.23126590918553502,0.012824350968003273,0.9101438666061449,0.8746997630369625,0.9331454564869791,0.884769897313741,0.8667799383298722,0.8725494534672744,0.9861111111111112,0.9859154929577464,0.7999999999999999,0.85,0.7999999999999999,6.500984482571019e-05,23.064290523529053
70,0.5592058504882612,0.12250186542147085,0.1960281016010987,0.23814364836404198,0.012661201144127469,0.9101785704291082,0.8747581847644151,0.9331785692198203,0.8848041523531024,0.8666792476567906,0.8727911542833523,0.9861111111111112,0.9859154929577464,0.7999999999999999,0.85,0.7999999999999999,5.729902906946955e-05,22.6017484664917
71,0.581393367365787,0.12653012573719025,0.22250382641428396,0.22985535154217168,0.012520294293369117,0.910166465835131,0.8747045485870414,0.9331478843975011,0.8848441206370722,0.8666800850389342,0.8725894400851177,0.9861111111111112,0.9859154929577464,0.7999999999999999,0.85,0.7999999999999999,5.0286245397982804e-05,22.127166748046875
72,0.5498816096468976,0.12148690223693848,0.19606986563456685,0.22981567916117215,0.012545818806086717,0.9101874714563537,0.8747229200873882,0.9331582719502265,0.8848910805520958,0.8667010555716317,0.8725766241384367,0.9861111111111112,0.9859154929577464,0.7999999999999999,0.85,0.75,4.3982307015374807e-05,22.911018133163452
73,0.5624907612800598,0.12206052714272549,0.20120367211730858,0.23672470607255636,0.012509262973540708,0.9101885285513192,0.8746790854808615,0.9331331316255143,0.8849631108686556,0.8667396446726056,0.8723345009013234,0.9861111111111112,0.9859154929577464,0.7999999999999999,0.85,0.75,3.839693413771292e-05,21.74848461151123
74,0.549370001805456,0.12050991348530117,0.19651082432583758,0.22985385083838514,0.012477045731717035,0.9102390284144967,0.8747457841895262,0.9331711246012727,0.8850407046647493,0.8668621922360404,0.872334455667789,0.9861111111111112,0.9859154929577464,0.7999999999999999,0.85,0.7999999999999999,3.353873900513851e-05,22.1433162689209
75,0.5619602799415588,0.12059198790474941,0.2086518689205772,0.23020223136010923,0.012570922164932677,0.9103121091059662,0.8748498023927093,0.9332303308311252,0.8851414981912172,0.8669729389553178,0.8724349700315923,0.9861111111111112,0.9859154929577464,0.7999999999999999,0.85,0.7999999999999999,2.941521260241711e-05,22.54349684715271
76,0.5622924895663011,0.12292393571452091,0.20579041030846143,0.23106273655828677,0.01257706560978764,0.91034311976352,0.8748530422078254,0.9332319924907214,0.8852480034585174,0.8670542781993682,0.8722568449655905,0.9861111111111112,0.9859154929577464,0.7999999999999999,0.85,0.7999999999999999,2.603271310838256e-05,22.742282390594482
77,0.5559416727015847,0.1215155469743829,0.19919397878019432,0.23272273885576347,0.012546992027445844,0.9114105094646819,0.874973680289349,0.9333007728615668,0.88530987779512,0.8671639162809418,0.8724472467919847,0.993006993006993,0.9859154929577464,0.7999999999999999,0.85,0.7999999999999999,2.3396456092086124e-05,23.23427128791809
78,0.5530220615236383,0.12344997925193686,0.19499144154159645,0.23209650814533234,0.01242064424839459,0.9113996343419495,0.8749402518695599,0.9332817030378052,0.8853229676226971,0.867196639035987,0.8723011489499956,0.993006993006993,0.9859154929577464,0.7999999999999999,0.85,0.7999999999999999,2.1510506470767302e-05,22.80830407142639
79,0.5468792554579283,0.12037624928512071,0.19452927065523049,0.2294832844483225,0.012452211476078159,0.9113897234577357,0.8749326264453123,0.9332774191300165,0.8852992166703403,0.8672009662686679,0.8722976963969286,0.993006993006993,0.9859154929577464,0.7999999999999999,0.85,0.7999999999999999,2.037777224204578e-05,22.347261428833008
80,0.5538252058782076,0.12349417452749453,0.19994018226861954,0.22789194317240463,0.012494516362877269,0.9113852452418263,0.8749550954681301,0.9332904633163217,0.8852481253364645,0.8672899312982862,0.8723272297696397,0.993006993006993,0.9859154929577464,0.7999999999999999,0.85,0.7999999999999999,2e-05,23.250173330307007
