time_s,p_cmd_x,p_cmd_y,p_cmd_z,v_cmd_x,v_cmd_y,v_cmd_z,a_cmd_x,a_cmd_y,a_cmd_z,yaw_cmd,omega_cmd_x,omega_cmd_y,omega_cmd_z
0.26999998092651367,0.19247618317604065,0.0,1.5,1.6371428966522217,0.0,0.0,4.571429252624512,0.0,0.0,0.0,0.0,0.0,0.0
0.2800000011920929,0.20906665921211243,0.0,1.5,1.6800000667572021,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
0.28999999165534973,0.2260476052761078,0.0,1.5,1.7142857313156128,0.0,0.0,2.8571434020996094,0.0,0.0,0.0,0.0,0.0,0.0
0.29999998211860657,0.24331426620483398,0.0,1.5,1.7371429204940796,0.0,0.0,1.7142868041992188,0.0,0.0,0.0,0.0,0.0,0.0
0.3100000023841858,0.2607523500919342,0.0,1.5,1.748571515083313,0.0,0.0,0.5714302062988281,0.0,0.0,0.0,0.0,0.0,0.0
0.3199999928474426,0.278247594833374,0.0,1.5,1.748571515083313,0.0,0.0,-0.5714263916015625,0.0,0.0,0.0,0.0,0.0,0.0
0.32999998331069946,0.29568567872047424,0.0,1.5,1.7371429204940796,0.0,0.0,-1.7142829895019531,0.0,0.0,0.0,0.0,0.0,0.0
0.3400000035762787,0.31295233964920044,0.0,1.5,1.7142857313156128,0.0,0.0,-2.8571434020996094,0.0,0.0,0.0,0.0,0.0,0.0
0.3499999940395355,0.3299332857131958,0.0,1.5,1.6800000667572021,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0
0.35999998450279236,0.34651899337768555,0.0,1.5,1.6357144117355347,0.0,0.0,-4.857142448425293,0.0,0.0,0.0,0.0,0.0,0.0
0.3700000047683716,0.36261898279190063,0.0,1.5,1.5828572511672974,0.0,0.0,-5.714287757873535,0.0,0.0,0.0,0.0,0.0,0.0
0.3799999952316284,0.37814754247665405,0.0,1.5,1.5214287042617798,0.0,0.0,-6.571430206298828,0.0,0.0,0.0,0.0,0.0,0.0
0.38999998569488525,0.3930189609527588,0.0,1.5,1.4514286518096924,0.0,0.0,-7.428569793701172,0.0,0.0,0.0,0.0,0.0,0.0
0.3999999761581421,0.40714752674102783,0.0,1.5,1.3728572130203247,0.0,0.0,-8.285712242126465,0.0,0.0,0.0,0.0,0.0,0.0
0.4099999964237213,0.42044752836227417,0.0,1.5,1.2857143878936768,0.0,0.0,-9.142857551574707,0.0,0.0,0.0,0.0,0.0,0.0
0.41999998688697815,0.4328332543373108,0.0,1.5,1.190000057220459,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0
0.429999977350235,0.4442332684993744,0.0,1.5,1.090000033378601,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4399999976158142,0.45463326573371887,0.0,1.5,0.9900000095367432,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0
0.44999998807907104,0.4640332758426666,0.0,1.5,0.8899999856948853,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4599999785423279,0.47243326902389526,0.0,1.5,0.7899999618530273,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4699999988079071,0.4798332750797272,0.0,1.5,0.6899999380111694,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0
0.47999998927116394,0.48623326420783997,0.0,1.5,0.5899999141693115,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4899999797344208,0.49163326621055603,0.0,1.5,0.489999920129776,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.49604278802871704,0.0,1.5,0.39285707473754883,0.0,0.0,-9.428569793701172,0.0,0.0,0.0,0.0,0.0,0.0
0.5099999904632568,0.49950945377349854,0.0,1.5,0.30142849683761597,0.0,0.0,-8.85714340209961,0.0,0.0,0.0,0.0,0.0,0.0
0.5199999809265137,0.5020903944969177,0.0,1.5,0.2157142162322998,0.0,0.0,-8.285715103149414,0.0,0.0,0.0,0.0,0.0,0.0
0.5299999713897705,0.5038427710533142,0.0,1.5,0.13571420311927795,0.0,0.0,-7.714286804199219,0.0,0.0,0.0,0.0,0.0,0.0
0.5399999618530273,0.5048237442970276,0.0,1.5,0.061428479850292206,0.0,0.0,-7.142858505249023,0.0,0.0,0.0,0.0,0.0,0.0
0.550000011920929,0.5050904154777527,0.0,1.5,-0.00714295357465744,0.0,0.0,-6.571428298950195,0.0,0.0,0.0,0.0,0.0,0.0
0.5600000023841858,0.5046999454498291,0.0,1.5,-0.07000009715557098,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5699999928474426,0.5037094950675964,0.0,1.5,-0.12714296579360962,0.0,0.0,-5.4285736083984375,0.0,0.0,0.0,0.0,0.0,0.0
0.5799999833106995,0.5021761655807495,0.0,1.5,-0.17857155203819275,0.0,0.0,-4.857143402099609,0.0,0.0,0.0,0.0,0.0,0.0
0.5899999737739563,0.5001571178436279,0.0,1.5,-0.22428585588932037,0.0,0.0,-4.285717010498047,0.0,0.0,0.0,0.0,0.0,0.0
0.5999999642372131,0.4977094829082489,0.0,1.5,-0.2642858624458313,0.0,0.0,-3.7142868041992188,0.0,0.0,0.0,0.0,0.0,0.0
0.6100000143051147,0.494890421628952,0.0,1.5,-0.29857155680656433,0.0,0.0,-3.142852783203125,0.0,0.0,0.0,0.0,0.0,0.0
0.6200000047683716,0.4917570948600769,0.0,1.5,-0.32714298367500305,0.0,0.0,-2.571430206298828,0.0,0.0,0.0,0.0,0.0,0.0
0.6299999952316284,0.48836660385131836,0.0,1.5,-0.3500001132488251,0.0,0.0,-1.9999980926513672,0.0,0.0,0.0,0.0,0.0,0.0
0.6399999856948853,0.48477137088775635,0.0,1.5,-0.36857154965400696,0.0,0.0,-1.7142868041992188,0.0,0.0,0.0,0.0,0.0,0.0
0.6499999761581421,0.4810047149658203,0.0,1.5,-0.3842858374118805,0.0,0.0,-1.4285717010498047,0.0,0.0,0.0,0.0,0.0,0.0
0.6599999666213989,0.47709518671035767,0.0,1.5,-0.3971429765224457,0.0,0.0,-1.1428585052490234,0.0,0.0,0.0,0.0,0.0,0.0
0.6699999570846558,0.4730713665485382,0.0,1.5,-0.4071429967880249,0.0,0.0,-0.8571434020996094,0.0,0.0,0.0,0.0,0.0,0.0
0.6800000071525574,0.46896183490753174,0.0,1.5,-0.4142858684062958,0.0,0.0,-0.5714282989501953,0.0,0.0,0.0,0.0,0.0,0.0
0.6899999976158142,0.46479517221450806,0.0,1.5,-0.4185715615749359,0.0,0.0,-0.28571319580078125,0.0,0.0,0.0,0.0,0.0,0.0
0.699999988079071,0.4605999290943146,0.0,1.5,-0.4200001358985901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
