time_s,p_cmd_x,p_cmd_y,p_cmd_z,v_cmd_x,v_cmd_y,v_cmd_z,a_cmd_x,a_cmd_y,a_cmd_z,yaw_cmd,omega_cmd_x,omega_cmd_y,omega_cmd_z
0.0,0.0,0.0,1.5,0.0,0.0,0.0,3.731235980987549,-1.6267216205596924,-0.14215773344039917,0.0,0.0,0.0,0.0
0.009999999776482582,0.00019373316899873316,-7.83521609264426e-05,1.4999761581420898,0.03946376591920853,-0.015372039750218391,-0.006443319376558065,4.16151762008667,-1.4476863145828247,-1.1465061902999878,0.0,0.0,0.0,0.0
0.019999999552965164,0.0008036179933696985,-0.0003014729591086507,1.4998376369476318,0.08323034644126892,-0.02895372547209263,-0.022930124774575233,4.591799259185791,-1.268651008605957,-2.1508545875549316,0.0,0.0,0.0,0.0
0.029999999329447746,0.001872682711109519,-0.0006514588603749871,1.4994840621948242,0.13129974901676178,-0.04074505716562271,-0.049460411071777344,5.022080898284912,-1.0896157026290894,-3.155202865600586,0.0,0.0,0.0,0.0
0.03999999910593033,0.0034439554437994957,-0.0011104063596576452,1.4988149404525757,0.1836719661951065,-0.05074603855609894,-0.08603417873382568,5.452362537384033,-0.9105803370475769,-4.15955114364624,0.0,0.0,0.0,0.0
0.04999999701976776,0.005560464225709438,-0.0016604118281975389,1.4977298974990845,0.2403469979763031,-0.05895666405558586,-0.1326514333486557,5.882644176483154,-0.731545090675354,-5.163899898529053,0.0,0.0,0.0,0.0
0.05999999865889549,0.008265238255262375,-0.0022835717536509037,1.4961284399032593,0.30132484436035156,-0.06537693738937378,-0.1893121749162674,6.312925815582275,-0.5525097846984863,-6.168247699737549,0.0,0.0,0.0,0.0
0.07000000029802322,0.01160130463540554,-0.0029619827400892973,1.4939101934432983,0.3666055202484131,-0.0700068548321724,-0.25601640343666077,6.7432074546813965,-0.3734743595123291,-7.1725969314575195,0.0,0.0,0.0,0.0
0.07999999821186066,0.01559353619813919,-0.003682085545733571,1.4910072088241577,0.430742472410202,-0.07414977997541428,-0.32300594449043274,6.084184646606445,-0.4551113247871399,-6.2253098487854,0.0,0.0,0.0,0.0
0.08999999612569809,0.02019418589770794,-0.004447699524462223,1.4874815940856934,0.4882892072200775,-0.0791090801358223,-0.38052260875701904,5.425161361694336,-0.5367483496665955,-5.278022766113281,0.0,0.0,0.0,0.0
0.09999999403953552,0.025337353348731995,-0.005266988184303045,1.4834283590316772,0.5392457246780396,-0.08488474786281586,-0.4285663962364197,4.766138553619385,-0.6183853149414062,-4.330735683441162,0.0,0.0,0.0,0.0
0.10999999940395355,0.030957134440541267,-0.006148115731775761,1.4789419174194336,0.5836119651794434,-0.09147678315639496,-0.46713730692863464,4.107114791870117,-0.7000223398208618,-3.3834471702575684,0.0,0.0,0.0,0.0
0.11999999731779099,0.03698762506246567,-0.007099245209246874,1.4741171598434448,0.6213880181312561,-0.0988851934671402,-0.49623534083366394,3.448092460632324,-0.7816592454910278,-2.4361610412597656,0.0,0.0,0.0,0.0
0.12999999523162842,0.043362926691770554,-0.008128540590405464,1.4690487384796143,0.652573823928833,-0.10710997134447098,-0.5158604979515076,2.789069175720215,-0.8632962703704834,-1.4888733625411987,0.0,0.0,0.0,0.0
0.14000000059604645,0.050017133355140686,-0.009244165383279324,1.4638315439224243,0.6771693825721741,-0.1161511167883873,-0.5260127782821655,2.1300458908081055,-0.944933295249939,-0.5415856838226318,0.0,0.0,0.0,0.0
0.14999999105930328,0.056895337998867035,-0.010441774502396584,1.4585505723953247,0.6984727382659912,-0.12225569784641266,-0.5295315384864807,2.130621910095215,-0.2759835124015808,-0.1621687114238739,0.0,0.0,0.0,0.0
0.1599999964237213,0.06398660689592361,-0.011666981503367424,1.4532535076141357,0.7197818160057068,-0.12167078256607056,-0.5292561650276184,2.131197690963745,0.39296627044677734,0.21724829077720642,0.0,0.0,0.0,0.0
0.17000000178813934,0.0712909922003746,-0.012852892279624939,1.447978138923645,0.7410966753959656,-0.1143963634967804,-0.5251865983009338,2.1317734718322754,1.0619173049926758,0.5966659784317017,0.0,0.0,0.0,0.0
0.17999999225139618,0.07880856096744537,-0.013932610861957073,1.4427624940872192,0.7624173164367676,-0.10043244063854218,-0.517322838306427,2.1323494911193848,1.7308670282363892,0.976082980632782,0.0,0.0,0.0,0.0
0.1899999976158142,0.0865393579006195,-0.01483924314379692,1.437644362449646,0.783743679523468,-0.0797790139913559,-0.5056649446487427,2.132925271987915,2.399817943572998,1.35550057888031,0.0,0.0,0.0,0.0
0.19999998807907104,0.09448345005512238,-0.015505893155932426,1.432661771774292,0.8050758242607117,-0.052436091005802155,-0.4902128577232361,2.1335012912750244,3.0687665939331055,1.7349169254302979,0.0,0.0,0.0,0.0
0.20999999344348907,0.10264089703559875,-0.015865666791796684,1.427852749824524,0.8264136910438538,-0.01840367168188095,-0.4709666073322296,2.1340770721435547,3.737717628479004,2.1143345832824707,0.0,0.0,0.0,0.0
0.2199999988079071,0.11100822687149048,-0.015867531299591064,1.423256516456604,0.8467006683349609,0.017559386789798737,-0.4475131630897522,1.9233142137527466,3.454894542694092,2.576357126235962,0.0,0.0,0.0,0.0
0.22999998927116394,0.1195678859949112,-0.015523906797170639,1.4189178943634033,0.8648799657821655,0.05069421976804733,-0.41943949460983276,1.712551474571228,3.172071933746338,3.038378953933716,0.0,0.0,0.0,0.0
0.23999999463558197,0.1282988041639328,-0.014863074757158756,1.4148831367492676,0.8809516429901123,0.08100083470344543,-0.3867456018924713,1.5017892122268677,2.8892500400543213,3.5004000663757324,0.0,0.0,0.0,0.0
0.25,0.137179896235466,-0.013913317583501339,1.411198377609253,0.8949156999588013,0.10847921669483185,-0.34943148493766785,1.2910258769989014,2.606426477432251,3.962423324584961,0.0,0.0,0.0,0.0
0.25999999046325684,0.1461900919675827,-0.01270291768014431,1.407909870147705,0.9067721366882324,0.13312937319278717,-0.30749714374542236,1.080263614654541,2.3236045837402344,4.424444198608398,0.0,0.0,0.0,0.0
0.26999998092651367,0.1553083062171936,-0.011260157451033592,1.4050638675689697,0.9165209531784058,0.1549513041973114,-0.26094257831573486,0.8695011138916016,2.0407819747924805,4.8864665031433105,0.0,0.0,0.0,0.0
0.2800000011920929,0.1645134836435318,-0.009613319300115108,1.4027063846588135,0.9241621494293213,0.17394500970840454,-0.20976780354976654,0.6587381362915039,1.7579588890075684,5.348488807678223,0.0,0.0,0.0,0.0
0.28999999165534973,0.17377299070358276,-0.007790679112076759,1.4008662700653076,0.9262329339981079,0.19011233747005463,-0.15924204885959625,-0.24458009004592896,1.4755061864852905,4.756663799285889,0.0,0.0,0.0,0.0
0.29999998211860657,0.18300803005695343,-0.005820488091558218,1.3995018005371094,0.9192705154418945,0.2034551352262497,-0.11463453620672226,-1.1478983163833618,1.1930537223815918,4.164838790893555,0.0,0.0,0.0,0.0
0.3100000023841858,0.1921282857656479,-0.0037309916224330664,1.3985538482666016,0.9032749533653259,0.21397340297698975,-0.07594527304172516,-2.0512163639068604,0.9106010794639587,3.5730135440826416,0.0,0.0,0.0,0.0
0.3199999928474426,0.20104342699050903,-0.00155043532140553,1.3979631662368774,0.8782461881637573,0.22166715562343597,-0.04317426308989525,-2.9545347690582275,0.6281484365463257,2.9811887741088867,0.0,0.0,0.0,0.0
0.32999998331069946,0.20966310799121857,0.0006929361261427402,1.3976706266403198,0.8441842794418335,0.22653637826442719,-0.01632150262594223,-3.8578526973724365,0.345695823431015,2.3893635272979736,0.0,0.0,0.0,0.0
0.3400000035762787,0.21789699792861938,0.0029708771035075188,1.3976171016693115,0.8010891675949097,0.22858107089996338,0.0046129971742630005,-4.761174201965332,0.06324225664138794,1.7975363731384277,0.0,0.0,0.0,0.0
0.3499999940395355,0.22565478086471558,0.005255142226815224,1.3977432250976562,0.7489608526229858,0.22780123353004456,0.019629236310720444,-5.664492130279541,-0.21921035647392273,1.2057113647460938,0.0,0.0,0.0,0.0
0.35999998450279236,0.23284004628658295,0.007522848434746265,1.3980016708374023,0.685980498790741,0.22580547630786896,0.03226650506258011,-6.931575775146484,-0.17994184792041779,1.3217419385910034,0.0,0.0,0.0,0.0
0.3700000047683716,0.2393321543931961,0.009772560559213161,1.3983924388885498,0.610329270362854,0.22420239448547363,0.04606407880783081,-8.198663711547852,-0.1406731903553009,1.4377729892730713,0.0,0.0,0.0,0.0
0.3799999952316284,0.24500440061092377,0.01200820505619049,1.398926854133606,0.5220072269439697,0.22299200296401978,0.06102196127176285,-9.465747833251953,-0.10140468925237656,1.5538036823272705,0.0,0.0,0.0,0.0
0.38999998569488525,0.24973006546497345,0.014233709312975407,1.3996167182922363,0.42101436853408813,0.22217430174350739,0.07714015245437622,-10.732827186584473,-0.06213630735874176,1.6698338985443115,0.0,0.0,0.0,0.0
0.3999999761581421,0.25338244438171387,0.016452999785542488,1.4004734754562378,0.30735069513320923,0.22174927592277527,0.09441864490509033,-11.999910354614258,-0.02286779135465622,1.7858644723892212,0.0,0.0,0.0,0.0
0.4099999964237213,0.2558348476886749,0.01867000386118889,1.4015089273452759,0.18101616203784943,0.22171694040298462,0.11285744607448578,-13.266998291015625,0.01640085130929947,1.9018956422805786,0.0,0.0,0.0,0.0
